EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_tables_in_use,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_tables_locked,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_lock_structs,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_lock_memory_bytes,NULL,<blank>,NULL,13,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_rows_locked,NULL,<blank>,NULL,14,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_rows_modified,NULL,<blank>,NULL,15,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_concurrency_tickets,NULL,<blank>,NULL,16,20,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('READ UNCOMMITTED','READ COMMITTED','REPEATABLE READ','SERIALIZABLE')",NO,NEVER,information_schema,select,INNODB_TRX,NULL,def,trx_isolation_level,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,16,5
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_unique_checks,NULL,<blank>,NULL,18,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_foreign_key_checks,NULL,<blank>,NULL,19,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(256),YES,NEVER,information_schema,select,INNODB_TRX,NULL,def,trx_last_foreign_key_error,utf8mb3_general_ci,<blank>,NULL,20,NULL,utf8mb3,NULL,NULL,768,256
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_is_read_only,NULL,<blank>,NULL,21,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_TRX,0,def,trx_autocommit_non_locking,NULL,<blank>,NULL,22,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,database_name,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,table_name,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,index_name,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_ops,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_ops_ok,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,0,def,uncompress_ops,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX,0,def,uncompress_time,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_METRICS,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_METRICS,NULL,def,SUBSYSTEM,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,INNODB_METRICS,0,def,COUNT,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,INNODB_METRICS,0,def,MAX_COUNT,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,INNODB_METRICS,0,def,MIN_COUNT,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,YES,NEVER,information_schema,select,INNODB_METRICS,NULL,def,AVG_COUNT,NULL,<blank>,NULL,6,12,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,INNODB_METRICS,0,def,COUNT_RESET,NULL,<blank>,NULL,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,INNODB_METRICS,0,def,MAX_COUNT_RESET,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,INNODB_METRICS,0,def,MIN_COUNT_RESET,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,YES,NEVER,information_schema,select,INNODB_METRICS,NULL,def,AVG_COUNT_RESET,NULL,<blank>,NULL,10,12,NULL,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,INNODB_METRICS,NULL,def,TIME_ENABLED,NULL,<blank>,NULL,11,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,INNODB_METRICS,NULL,def,TIME_DISABLED,NULL,<blank>,NULL,12,NULL,NULL,0,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,INNODB_METRICS,0,def,TIME_ELAPSED,NULL,<blank>,NULL,13,19,NULL,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,INNODB_METRICS,NULL,def,TIME_RESET,NULL,<blank>,NULL,14,NULL,NULL,0,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_METRICS,0,def,ENABLED,NULL,<blank>,NULL,15,10,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('value','status_counter','set_owner','set_member','counter')",NO,NEVER,information_schema,select,INNODB_METRICS,NULL,def,TYPE,utf8mb3_general_ci,<blank>,NULL,16,NULL,utf8mb3,NULL,NULL,14,4
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_METRICS,NULL,def,COMMENT,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,0,def,TABLE_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,0,def,POS,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,0,def,MTYPE,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,0,def,PRTYPE,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_COLUMNS,0,def,LEN,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(5),NO,NEVER,information_schema,select,INNODB_CMP,0,def,page_size,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP,0,def,compress_ops,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP,0,def,compress_ops_ok,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP,0,def,compress_time,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP,0,def,uncompress_ops,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP,0,def,uncompress_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_GLOBAL_INFO,NULL,def,TYPE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_GLOBAL_INFO,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_GLOBAL_INFO,NULL,def,VALUE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,int,<blank>,int(5),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,page_size,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,compress_ops,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,compress_ops_ok,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,compress_time,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,uncompress_ops,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_RESET,0,def,uncompress_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_QUEUES,0,def,GROUP_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_QUEUES,0,def,POSITION,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,THREAD_POOL_QUEUES,0,def,PRIORITY,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19) unsigned,YES,NEVER,information_schema,select,THREAD_POOL_QUEUES,0,def,CONNECTION_ID,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_QUEUES,0,def,QUEUEING_TIME_MICROSECONDS,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_VIRTUAL,0,def,TABLE_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_VIRTUAL,0,def,POS,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_VIRTUAL,0,def,BASE_POS,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_CFSTATS,NULL,def,CF_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_CFSTATS,NULL,def,STAT_TYPE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_CFSTATS,0,def,VALUE,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,POOL_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,LRU_POSITION,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,SPACE,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,PAGE_NUMBER,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,PAGE_TYPE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FLUSH_TYPE,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FIX_COUNT,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,IS_HASHED,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,NEWEST_MODIFICATION,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,OLDEST_MODIFICATION,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,ACCESS_TIME,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1024),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,NUMBER_RECORDS,NULL,<blank>,NULL,14,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,DATA_SIZE,NULL,<blank>,NULL,15,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,COMPRESSED_SIZE,NULL,<blank>,NULL,16,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,COMPRESSED,NULL,<blank>,NULL,17,10,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('IO_NONE','IO_READ','IO_WRITE')",NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,IO_FIX,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,8,2
<blank>,int,<blank>,int(1),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,IS_OLD,NULL,<blank>,NULL,19,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FREE_PAGE_CLOCK,NULL,<blank>,NULL,20,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,TRANSACTION_ID,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_TRX,NULL,def,STATE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_TRX,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,WRITE_COUNT,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,LOCK_COUNT,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,TIMEOUT_SEC,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_TRX,NULL,def,WAITING_KEY,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,WAITING_COLUMN_FAMILY_ID,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,IS_REPLICATION,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,SKIP_TRX_API,NULL,<blank>,NULL,10,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,READ_ONLY,NULL,<blank>,NULL,11,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,HAS_DEADLOCK_DETECTION,NULL,<blank>,NULL,12,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,NUM_ONGOING_BULKLOAD,NULL,<blank>,NULL,13,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_TRX,0,def,THREAD_ID,NULL,<blank>,NULL,14,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_TRX,NULL,def,QUERY,utf8mb3_general_ci,<blank>,NULL,15,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(81),NO,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_id,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,243,81
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_LOCKS,0,def,lock_trx_id,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('S','S,GAP','X','X,GAP','IS','IS,GAP','IX','IX,GAP','AUTO_INC')",NO,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_mode,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,8,2
<blank>,enum,<blank>,"enum('RECORD','TABLE')",NO,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_type,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,6,2
<blank>,varchar,<blank>,varchar(1024),NO,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_table,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,varchar,<blank>,varchar(1024),YES,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_index,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,int,<blank>,int(11) unsigned,YES,NEVER,information_schema,select,INNODB_LOCKS,0,def,lock_space,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,YES,NEVER,information_schema,select,INNODB_LOCKS,0,def,lock_page,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,YES,NEVER,information_schema,select,INNODB_LOCKS,0,def,lock_rec,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),YES,NEVER,information_schema,select,INNODB_LOCKS,NULL,def,lock_data,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,24576,8192
<blank>,varchar,<blank>,varchar(192),NO,NEVER,information_schema,select,TABLE_STATISTICS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,576,192
<blank>,varchar,<blank>,varchar(192),NO,NEVER,information_schema,select,TABLE_STATISTICS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,576,192
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,TABLE_STATISTICS,0,def,ROWS_READ,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,TABLE_STATISTICS,0,def,ROWS_CHANGED,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,TABLE_STATISTICS,0,def,ROWS_CHANGED_X_INDEXES,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(5),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,page_size,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,buffer_pool_instance,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,pages_used,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,pages_free,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,relocation_ops,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM,0,def,relocation_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_CF_OPTIONS,NULL,def,CF_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_CF_OPTIONS,NULL,def,OPTION_TYPE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_CF_OPTIONS,NULL,def,VALUE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,NULL,def,database_name,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,NULL,def,table_name,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,NULL,def,index_name,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,0,def,compress_ops,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,0,def,compress_ops_ok,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,0,def,compress_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
